-1.745722045707374770e+00,-3.620797552642492256e+00
-1.259703244262128319e+00,-1.777989176731507914e+00
-2.488895425921794580e+00,-3.477371315160721288e+00
-3.891409953446303582e+00,-1.965791952721319014e+00
-4.293398748417971866e+00,-2.596131043482237111e+00
-3.910288017513296577e+00,-1.744562124609428722e+00
-2.049714584729153355e+00,-3.533871407326419245e+00
-3.149934771011525747e+00,-3.745253528146688993e+00
-2.326846400877855991e+00,-2.867945305719358906e+00
-2.486411178326568994e+00,-3.292944679153625209e+00
-3.362021813121014446e+00,-2.163273040759252197e+00
-2.951583941952196977e+00,-1.946301298150280523e+00
-3.189493880217566968e+00,-2.575526575856428746e+00
-3.428814178710137828e+00,-3.376128183629406809e+00
-3.938136942506432092e+00,-2.725864911789630529e+00
-3.749343507110225904e+00,-3.581348696561132527e+00
-4.475007948574014627e+00,-2.398025718904052805e+00
-1.392476097912664468e+00,-1.226640038535947497e+00
-2.050895847713012810e+00,-2.415824487869468573e+00
-2.654335915208695162e+00,-2.250127627972601463e+00
-2.680741334746483240e+00,-2.638604696101649605e+00
-4.619938981532187405e+00,-2.609222397470053689e+00
-2.616262260001268380e+00,-3.373475489951741846e+00
-5.406855995911573842e+00,-1.998036280238370654e+00
-2.498633119257911428e+00,-1.285846707449208814e+00
-2.852149461964468280e+00,-2.114791139522631092e+00
-9.670636101324139311e-01,-6.193452344667911280e-01
-4.857662970726183360e+00,-3.622320975971870638e+00
-4.232242727088149969e+00,-4.303516984308625837e+00
-2.940524075346024890e+00,-2.770702131138390367e+00
7.341941946683466780e-01,1.415731235463152660e-01
-1.512928957298396819e-02,-1.332699113116427303e-01
-1.891530815915916652e-01,7.724747415907569081e-01
-1.001856786556150070e+00,2.410294128306574191e+00
1.360261678784642214e+00,8.887364037235343517e-01
-2.188749202636552649e-01,-8.634762205906625354e-01
8.230108133377567192e-01,1.540990004822162307e+00
-1.893765430161355123e+00,-4.374714557403258652e-01
-1.146331504151474112e+00,-4.357311789890362386e-01
7.516985973893545170e-01,4.849533604750745908e-01
-5.239223600899032274e-01,-1.498667082995930322e+00
1.987415923321822486e-01,-4.391138618322967813e-01
-3.036701731107382951e-01,-8.577669440140206839e-03
-7.261342519629632175e-01,-1.081694905159299003e+00
8.006332527370675356e-01,1.032764798252655991e+00
-1.130140065136427396e-01,-1.666109988739327141e+00
-1.317419039421788562e-01,-2.105966061826996805e-01
1.038692967336830808e+00,2.047771381827676596e+00
1.119536057396507855e+00,3.366825644702077458e+00
5.564806824232142457e-01,-3.481564331383130151e-01
-1.694961873516538098e-01,2.331740548979721162e+00
1.109789295664705744e+00,-7.052973406037214010e-01
4.826951621972404294e-02,5.125028830028863780e-01
4.676600954687602507e-01,-2.829680457580006081e-01
6.259818650319760591e-01,1.328648486664922856e+00
1.902541795449479212e+00,-9.292525712555663731e-01
1.100059221188090242e-01,2.729411472050128129e+00
4.737995949867661594e-01,-7.012679858383364939e-01
7.154013329830352097e-01,-8.397950883485577611e-01
-5.636700903342809488e-01,1.327522403109623106e+00
-1.983176041229762765e-01,-1.836324752883222278e+00
5.475618966806189425e-01,1.585961518653290492e+00
-1.222993656928891060e+00,1.662032395424878572e+00
8.300590576475014304e-01,-2.910964488946766737e-01
6.669286724383335398e-03,-8.028520804981067460e-01
-1.706743676698239565e+00,5.299762208059343171e-01
-4.908974122844349530e-01,1.682095513605799786e+00
1.473504787634886570e+00,1.452124540635191918e+00
-1.641292568959279885e+00,-1.938880664638305440e+00
1.632545274007994041e-01,3.420383891710599977e-01
-2.387217083934046191e-01,-9.022438704512940610e-01
9.483957435651619861e-01,-3.448647504448672518e-01
-8.595411919156524805e-01,-1.911443246387827921e+00
7.665399373451387000e-01,-5.933308630134866979e-01
1.825614754980767196e-01,-1.795912347495204120e+00
1.521356160469477192e+00,-1.805644976915570910e+00
-2.186025377610192333e+00,-1.002567788759912037e+00
-9.878001826247131412e-01,-2.375646263387778678e-01
-6.447413087464206605e-01,-7.273735162391097298e-01
-5.698224023394671267e-01,4.355470214144944729e-01
4.669703488373859734e-01,6.995772036231462376e-01
-5.225968575518636500e-02,1.782730161199554408e-01
2.564708608212907387e-02,-7.403642298686321510e-01
-1.051696032713076878e+00,-5.073343180555730386e-02
-1.684653036267193871e+00,1.413001756790106977e+00
1.337980105908430861e+00,-2.165212145944998667e+00
-8.229368959955175589e-01,1.063579716596730673e+00
4.161206971286833256e-01,7.316337865532086815e-02
-1.087768743557602447e+00,-1.181906085636518888e+00
4.612575824981881012e-01,2.209150312766011148e-01
1.741156832464051174e+00,1.832881362087505961e+00
2.031784575192915554e+00,3.833093461266078528e+00
1.695722764363774226e+00,2.581510876654615760e+00
2.598656620886323321e+00,3.736372319435277145e+00
1.388784278741988398e+00,3.813847970232354889e+00
1.582324202831226767e-01,2.990186051981133630e+00
2.657610808536418290e+00,1.979947627138211708e+00
1.827809933222886318e+00,2.770695408473186738e+00
1.092435709036863489e+00,3.989108706441460317e+00
3.474529974516285424e+00,2.657321881591772961e+00
1.389323279297949298e+00,2.283292937192098471e+00
7.590592480245594853e-01,2.576132817883074910e+00
1.794416566212875708e+00,2.346028365129790849e+00
4.107154327782675196e+00,3.699216879721333395e+00
6.519190616630350377e-01,3.652869706518901971e+00
1.922038383927134220e+00,3.647974447981932933e+00
2.432391366564187862e+00,2.115784103349448220e+00
2.260614350487081925e+00,4.329285918518106513e+00
1.753681183639974162e+00,3.343706692521875024e+00
2.849329451174375638e+00,3.696040002767416510e+00
6.363536658225004139e-01,4.117577241749465600e+00
1.616030791243006526e+00,4.150913974325702860e+00
1.729560087238620536e+00,1.218591604229027681e+00
2.386253309470787176e+00,3.982507565911939551e+00
2.689658903034654713e+00,2.342887102653629317e+00
2.531250439159304477e+00,1.646102812701417006e+00
2.367001539373885688e+00,1.216784226914891631e+00
3.425451095073998253e+00,4.351572416017036815e+00
8.076039161944237321e-01,2.687203267738047963e+00
1.388548820775618697e+00,4.451639888416361934e+00
